"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-20","14.2",",,C",,,,,"26.6",",,C","15.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-21","0.0",",,C",,,,,"22.3",",,C","14.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-22","0.0",",,C",,,,,"27.3",",,C","17.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-23","23.2",",,C",,,,,"23.7",",,C","13.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-24","0.2",",,C",,,,,"27.6",",,C","13.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-25","6.4",",,C",,,,,"30.7",",,C","14.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-26","6.6",",,C",,,,,"27.3",",,C","16.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-27","0.0",",,C",,,,,"24.0",",,C","14.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-28","6.2",",,C",,,,,"24.3",",,C","15.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-29","0.2",",,C",,,,,"26.0",",,C","12.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-06-30","0.0",",,C",,,,,"27.3",",,C","10.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-01","0.0",",,C",,,,,"28.1",",,C","11.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-02","0.0",",,C",,,,,"30.2",",,C","15.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-03",,,,,,,"31.3",",,C","16.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-04","0.0",",,C",,,,,"30.8",",,C","18.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-05","0.0",",,C",,,,,"27.6",",,C","15.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-06","0.0",",,C",,,,,"27.6",",,C","17.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-07","0.0",",,C",,,,,"26.4",",,C","14.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-08","0.0",",,C",,,,,"29.4",",,C","11.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-09","7.6",",,C",,,,,"21.1",",,C","14.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-10","0.2",",,C",,,,,"24.3",",,C","11.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-11","0.0",",,C",,,,,"29.5",",,C","16.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-12","0.8",",,C",,,,,"26.4",",,C","20.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-13","1.8",",,C",,,,,"28.9",",,C","14.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-14","0.2",",,C",,,,,"24.0",",,C","13.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-15","0.0",",,C",,,,,"28.7",",,C","11.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-16","0.0",",,C",,,,,"25.7",",,C","12.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-17","0.0",",,C",,,,,"26.6",",,C","10.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-18","15.2",",,C",,,,,"24.8",",,C","14.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-19","0.2",",,C",,,,,"24.4",",,C","8.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-20","0.0",",,C",,,,,"19.1",",,C","6.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-21","31.6",",,C",,,,,"22.8",",,C","6.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-22","0.0",",,C",,,,,"20.8",",,C","9.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-23",,,,,,,"22.8",",,C","7.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-24","0.2",",,C",,,,,"24.8",",,C","12.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-25","10.6",",,C",,,,,"20.4",",,C","11.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-26","0.2",",,C",,,,,"18.3",",,C","8.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-27","0.0",",,C",,,,,"21.1",",,C","5.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-28","0.0",",,C",,,,,"23.6",",,C","6.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-29","3.2",",,C",,,,,"24.2",",,C","10.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-30","2.2",",,C",,,,,"23.5",",,C","13.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-07-31","0.0",",,C",,,,,"22.6",",,C","10.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-01","0.4",",,C",,,,,"23.1",",,C","9.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-02","0.0",",,C",,,,,"22.8",",,C","7.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-03","0.0",",,C",,,,,"22.7",",,C","5.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-04","5.2",",,C",,,,,"21.6",",,C","9.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-05","0.2",",,C",,,,,"25.2",",,C","11.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-06","0.2",",,C",,,,,"20.8",",,C","9.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-07","0.2",",,C",,,,,"18.5",",,C","10.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-08","0.0",",,C",,,,,"20.4",",,C","7.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-09","1.0",",,C",,,,,"17.4",",,C","8.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-10","4.8",",,C",,,,,"24.2",",,C","8.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-11","0.2",",,C",,,,,"24.4",",,C","9.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-12","0.0",",,C",,,,,"21.9",",,C","7.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-13","0.0",",,C",,,,,"22.6",",,C","5.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-14","0.0",",,C",,,,,"24.7",",,C","4.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-15","0.0",",,C",,,,,"27.0",",,C","11.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-16","0.0",",,C",,,,,"30.1",",,C","16.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-17","0.0",",,C",,,,,"28.8",",,C","16.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-18","27.8",",,C",,,,,"26.1",",,C","17.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-19","0.2",",,C",,,,,"32.6",",,C","15.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-20","0.0",",,C",,,,,"30.2",",,C","15.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-21","0.0",",,C",,,,,"24.8",",,C","10.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-22","0.0",",,C",,,,,"24.8",",,C","8.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-23","0.0",",,C",,,,,"28.8",",,C","11.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-24","0.4",",,C",,,,,"31.5",",,C","21.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-25","0.0",",,C",,,,,"32.9",",,C","19.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-26","0.0",",,C",,,,,"32.7",",,C","15.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-27","0.0",",,C",,,,,"33.3",",,C","17.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-28","0.0",",,C",,,,,"34.1",",,C","15.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-29","0.4",",,C",,,,,"26.3",",,C","17.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-30","0.0",",,C",,,,,"30.1",",,C","15.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-08-31","0.8",",,C",,,,,"29.8",",,C","13.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-01","0.2",",,C",,,,,"19.2",",,C","7.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-02","0.0",",,C",,,,,"23.6",",,C","4.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-03","0.0",",,C",,,,,"28.6",",,C","10.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-04","0.0",",,C",,,,,"21.6",",,C","2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-05","0.0",",,C",,,,,"28.5",",,C","8.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-06","0.0",",,C",,,,,"33.6",",,C","17.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-07","0.0",",,C",,,,,"26.1",",,C","11.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-08","0.0",",,C",,,,,"22.9",",,C","12.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-09","1.0",",,C",,,,,"18.9",",,C","14.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-10","0.2",",,C",,,,,"27.1",",,C","13.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-11","0.0",",,C",,,,,"24.7",",,C","9.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-12","0.2",",,C",,,,,"21.3",",,C","8.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-13","0.0",",,C",,,,,"26.6",",,C","7.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-14","1.6",",,C",,,,,"22.2",",,C","8.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-15","0.0",",,C",,,,,"16.3",",,C","0.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-16","0.0",",,C",,,,,"21.7",",,C","2.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-17","0.0",",,C",,,,,"20.2",",,C","11.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-18","0.4",",,C",,,,,"22.3",",,C","14.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-19","0.0",",,C",,,,,"18.0",",,C","8.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-20","0.0",",,C",,,,,"13.2",",,C","1.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-21","0.0",",,C",,,,,"15.8",",,C","-1.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-22","0.0",",,C",,,,,"22.7",",,C","6.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-23","0.0",",,C",,,,,"26.6",",,C","15.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-24","0.0",",,C",,,,,"25.0",",,C","7.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-25","0.0",",,C",,,,,"25.6",",,C","8.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-26","5.2",",,C",,,,,"21.3",",,C","12.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-27","1.2",",,C",,,,,"15.0",",,C","6.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-28","20.6",",,C",,,,,"11.1",",,C","7.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-09-29","0.0",",,C",,,,,"21.2",",,C","2.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-01","0.4",",,C",,,,,"17.2",",,C","4.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-02","0.0",",,C",,,,,"17.2",",,C","2.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-03","0.0",",,C",,,,,"13.6",",,C","1.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-04","0.0",",,C",,,,,"8.0",",,C","2.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-05","0.0",",,C",,,,,"11.7",",,C","-2.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-06","0.0",",,C",,,,,"19.4",",,C","-3.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-07","0.0",",,C",,,,,"16.1",",,C","-0.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-08","0.0",",,C",,,,,"19.6",",,C","6.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-09","0.0",",,C",,,,,"20.4",",,C","3.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-10","0.0",",,C",,,,,"21.6",",,C","3.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-11","6.8",",,C",,,,,"20.9",",,C","12.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-12","0.3",",,C",,,,,"13.6",",,C","1.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-13","0.0",",,C",,,,,"12.0",",,C","-0.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-14","0.0",",,C",,,,,"8.6",",,C","-2.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-15","0.0",",,C",,,,,"8.1",",,C","-2.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-16","0.0",",,C",,,,,"14.8",",,C","-0.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-17","0.0",",,C",,,,,"10.2",",,C","-2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-18","0.0",",,C",,,,,"8.1",",,C","-1.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-19","0.0",",,C",,,,,"6.5",",,C","-0.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-20","0.0",",,C",,,,,"2.8",",,C","-2.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-21","0.0",",,C",,,,,"4.0",",,C","-2.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-22","0.0",",,C",,,,,"3.3",",,C","-5.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-23","0.0",",,C",,,,,"3.0",",,C","-9.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-24","0.0",",,C",,,,,"6.2",",,C","-2.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-25","0.0",",,C",,,,,"11.4",",,C","-1.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-26","0.0",",,C",,,,,"5.5",",,C","1.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-27","0.0",",,C",,,,,"3.9",",,C","-3.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-28","0.0",",,C",,,,,"-1.8",",,C","-10.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-29","0.0",",,C",,,,,"1.9",",,C","-10.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-30","0.0",",,C",,,,,"8.1",",,C","-5.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-10-31","0.0",",,C",,,,,"7.4",",,C","-6.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-01","0.0",",,C",,,,,"8.2",",,C","-7.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-02","0.0",",,C",,,,,"10.2",",,C","-6.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-03","0.0",",,C",,,,,"9.4",",,C","0.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-04","0.0",",,C",,,,,"8.7",",,C","-1.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-05","0.0",",,C",,,,,"-0.2",",,C","-3.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-06","0.0",",,C",,,,,"2.5",",,C","-8.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-07","0.0",",,C",,,,,"1.8",",,C","-11.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-08","1.3",",,C",,,,,"4.4",",,C","-8.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-09","0.3",",,C",,,,,"1.7",",,C","-1.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-10","0.0",",,C",,,,,"-1.3",",,C","-15.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-11","0.0",",,C",,,,,"-8.1",",,C","-17.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-12","0.0",",,C",,,,,"3.6",",,C","-12.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-13","0.0",",,C",,,,,"10.3",",,C","-5.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-14","0.0",",,C",,,,,"1.7",",,C","-5.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-16","0.3",",,C",,,,,"2.8",",,C","-6.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-17","0.4",",,C",,,,,"-0.9",",,C","-6.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-18","0.0",",,C",,,,,"-6.4",",,C","-11.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-19","0.0",",,C",,,,,"1.8",",,C","-7.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-20","0.8",",,C",,,,,"0.2",",,C","-10.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-21",,,"20.0",",,C",,,"-10.8",",,C","-18.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-22","0.0",",,C","20.0",",,C",,,"-11.4",",,C","-24.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-23","0.0",",,C",,,,,"-14.4",",,C","-26.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-24","0.0",",,C",,,,,"1.8",",,C","-14.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-25","0.0",",,C",,,,,"1.4",",,C","-10.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-26","0.0",",,C",,,,,"-10.1",",,C","-19.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-27","1.8",",,C",,,,,"-8.8",",,C","-19.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-28","0.0",",,C","50.0",",,C",,,"-11.0",",,C","-21.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-29","0.0",",,C",,,,,"-5.5",",,C","-17.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-11-30","0.0",",,C","60.0",",,C",,,"-5.8",",,C","-7.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-01","0.0",",,C","50.0",",,C",,,"-4.9",",,C","-7.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-02","0.0",",,C","50.0",",,C",,,"-5.9",",,C","-9.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-03","0.0",",,C","40.0",",,C",,,"-8.7",",,C","-12.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-04","2.0",",,C","40.0",",,C",,,"-9.5",",,C","-12.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-05","0.0",",,C","40.0",",,C",,,"-11.7",",,C","-20.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-06","0.0",",,C","30.0",",,C",,,"-19.0",",,C","-24.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-07","0.0",",,C","30.0",",,C",,,"-23.5",",,C","-29.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-08","0.0",",,C","30.0",",,C",,,"-20.0",",,C","-27.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-09","0.0",",,C","50.0",",,C",,,"-22.5",",,C","-28.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-10","0.2",",,C","60.0",",,C",,,"-20.7",",,C","-30.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-11","0.0",",,C","60.0",",,C",,,"-21.3",",,C","-28.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2013-12-12","0.0",",,C","50.0",",,C",,,"-18.7",",,C","-27.4",",,C",,,,
